,name,state,latitude,longitude,review_rating,difficulty_rank
393,Gakushuin　Women’s　College,Tokyo,35.706844,139.713242,4.19,D
394,International Professional University of Technology in Tokyo,Tokyo,35.691559,139.698044,4.0,
395,Tokyo Professional University of Health Sciences,Tokyo,35.66444,139.813049,,F
396,Professional University of Information and Management for Innovation,Tokyo,35.711437,139.823807,3.5,F
397,"Graduate School of Leadership and Innovation, Shizenkan University",Tokyo,35.681751,139.773468,,
398,Tokyo　Online　University,Tokyo,35.691559,139.698044,3.78,
399,Professional Institute of International Fashion,Tokyo,35.691559,139.698044,4.0,
400,Komazawa　Women’s　University,Tokyo,35.628113,139.493988,3.74,E
401,Asia　University,Tokyo,35.705235,139.534866,3.75,E
402,J.F.Oberlin　University,Tokyo,35.582386,139.405487,3.8,E
403,Kunitachi　College　of　Music,Tokyo,35.732414,139.410995,4.09,F
404,International　Christian　University,Tokyo,35.686474,139.527481,4.43,S
405,Shirayuri　University,Tokyo,35.668129,139.581207,3.92,E
406,Seikei　University,Tokyo,35.710575,139.572693,3.95,C
407,Tamagawa　University,Tokyo,35.567326,139.464844,3.78,D
408,Tsuda　University,Tokyo,35.721451,139.465271,4.11,C
409,Teikyo　University,Tokyo,35.759392,139.714478,3.71,E
410,Tokyo　Keizai　University,Tokyo,35.700047,139.488266,3.87,D
411,Tokyo　Women’s　College　of　Physical　Education,Tokyo,35.689056,139.427765,3.8,F
412,Tokyo　Union　Theological　Seminary,Tokyo,35.686474,139.527481,2.86,
413,Tokyo　Zokei　University,Tokyo,35.617332,139.334259,3.86,E
414,Toho　Gakuen　School　of　Music,Tokyo,35.659061,139.584274,4.35,F
415,Nippon　Veterinary　And　Life　Science　University,Tokyo,35.701889,139.546646,4.03,
416,Musashino　University,Tokyo,35.631275,139.786896,3.7,D
417,Musashino　Art　University,Tokyo,35.728161,139.449005,4.01,D
418,Meisei　University,Tokyo,35.645657,139.409485,3.75,D
419,WAKO　UNIVERSITY,Tokyo,35.573551,139.463898,3.59,F
420,Kyorin　University,Tokyo,35.677597,139.565598,3.77,D
421,Soka　University,Tokyo,35.687759,139.327942,4.35,E
422,Nihon　Bunka　University,Tokyo,35.633663,139.341354,3.22,F
423,Tokyo　University　of　Technology,Tokyo,35.626556,139.341415,3.56,E
424,Japanese　Red　Cross　College　of　Nursing,Tokyo,35.654263,139.717285,4.38,C
425,Keisen　University,Tokyo,35.60828,139.436417,3.79,F
426,Tama　University,Tokyo,35.630268,139.463898,3.34,F
427,Tokyo　Junshin　University,Tokyo,35.691895,139.335144,3.58,F
428,Kaetsu　University,Tokyo,35.720676,139.514572,3.2,F
429,Tokyo　Fuji　University,Tokyo,35.715672,139.699997,3.48,F
430,LEC Graduate University,Tokyo,35.700062,139.7547,,
431,Digital Hollywood University,Tokyo,35.698673,139.766403,4.25,D
432,Shiraume　Gakuen　University,Tokyo,35.725597,139.451126,3.95,E
433,Tokyo　Healthcare　University,Tokyo,35.631287,139.726364,3.65,E
434,Tokyo　Seiei　College,Tokyo,35.718178,139.856979,3.79,F
435,Business Breakthrough University,Tokyo,35.687626,139.735382,4.23,
436,"Graduate　School　of　Management,　GLOBIS　University",Tokyo,35.685379,139.736298,5.0,
437,Bunka　Fashion　Graduate　University,Tokyo,35.685848,139.693954,,
438,Ohara　Graduate　School　of　Accounting,Tokyo,35.699211,139.756836,3.82,
439,Tokyo　Future　University,Tokyo,35.743179,139.816635,3.87,F
440,Hollywood　Graduate　School　of　Beauty　Business,Tokyo,35.661423,139.729691,3.67,
441,Sbi　Graduate　School,Tokyo,35.664543,139.739487,,
442,Hosen　College　of　Childhood　Education,Tokyo,35.700001,139.678802,3.63,F
443,Tokyo　Ariake　University　of　Medical　And　Health　Sciences,Tokyo,35.64106,139.7966,3.71,F
444,Tokyo　Polytechnic　University,Tokyo,35.692814,139.679535,3.65,E
445,Sanno　University,Tokyo,35.613804,139.661514,3.83,D
446,Yamazaki　University　of　Animal　Health　Technology,Tokyo,35.611378,139.375656,3.57,E
447,University　of　Tokyo　Health　Sciences,Tokyo,35.612213,139.42894,3.39,F
448,The　Graduate　School　of　Project　Design,Tokyo,35.665565,139.713745,,
449,The　Graduate　School　of　Social Design,Tokyo,35.712387,139.706604,,
450,Teikyo　University　of　Science,Tokyo,35.753677,139.789429,3.58,E
451,Seisa　University,Kanagawa,35.265572,138.999374,4.15,
452,Kanagawa　University,Kanagawa,35.484413,139.620773,3.68,D
453,Kanto　Gakuin　University,Kanagawa,35.32428,139.625931,3.54,F
454,Tsurumi　University,Kanagawa,35.506329,139.6707,3.75,F
455,Ferris　University,Kanagawa,35.437656,139.525589,4.06,F
456,Yokohama　College　of　Commerce,Kanagawa,35.498199,139.659317,3.51,F
457,Yashima　Gakuen　University,Kanagawa,35.458904,139.622726,3.42,
458,Institute　of　Information　Security,Kanagawa,35.468109,139.623535,3.28,
459,Yokohama　University　of　Pharmacy,Kanagawa,35.382626,139.49202,3.68,F
460,Azabu　University,Kanagawa,35.573708,139.392426,3.83,E
461,Kanagawa　Dentaluniversity,Kanagawa,35.29361,139.665237,3.11,F
462,Kamakura　Women’s　University,Kanagawa,35.354252,139.538498,3.9,E
463,Shonan　Institute　of　Technology,Kanagawa,35.326111,139.453232,3.76,F
464,Sagami　Women’s　University,Kanagawa,35.533947,139.427368,3.76,F
465,Senzoku　Gakuen　College　of　Music,Kanagawa,35.594688,139.615311,3.86,
466,St.Marianna　University　School　of　Medicine,Kanagawa,35.59956,139.547073,3.76,A
467,Kanagawa　Institute of　Technology,Kanagawa,35.486244,139.343307,3.59,F
468,Showa　University　of　Music,Kanagawa,35.600418,139.508041,4.06,F
469,Toin　University　of　Yokohama,Kanagawa,35.567417,139.521179,3.71,F
470,Toyo　Eiwa　University,Kanagawa,35.508823,139.510101,3.78,F
471,Shoin　University,Kanagawa,35.442726,139.315689,3.47,F
472,Den-En　Chofu　University,Kanagawa,35.595226,139.525146,3.64,F
473,Yokohama　University　of　Art　&　Design,Kanagawa,35.557827,139.497253,3.92,F
474,Japan　Institute　of　The　Moving　Image,Kanagawa,35.604919,139.507553,3.73,F
475,Yokohama　Soei　University,Kanagawa,35.511475,139.510056,3.56,F
476,Shonan　University　of　Medical　Sciences,Kanagawa,35.437679,139.548645,3.72,F
477,SHONAN KAMAKURA UNIVERSITY OF MEDICAL SCIENCES,Kanagawa,35.34156,139.52774,3.67,F
478,Nagaoka　University,Niigata,37.428562,138.880157,3.44,E
479,Niigata　University　of　Health　And　Welfare,Niigata,37.9664,139.188843,3.89,F
480,Niigata　Seiryo　University,Niigata,37.921284,139.025436,3.94,E
481,Niigata　Institute　of　Technology,Niigata,37.338867,138.576767,3.62,F
482,Niigata　University　of　Management,Niigata,37.672485,139.065048,3.73,F
483,Niigata　University　of　International　And　Information　Studies,Niigata,37.816799,138.899292,3.69,D
484,Keiwa　College,Niigata,37.953205,139.2901,3.45,F
485,Niigata　University　of　Pharmacy　and　Applied　Life　Sciences,Niigata,37.77475,139.12204,3.51,F
486,International　University　of　Japan,Niigata,37.1479,138.948013,3.0,
487,Niigata　Sangyo　University,Niigata,37.337311,138.593201,3.73,F
488,Graduate　Institute　For　Entrepreneurial　Studies,Niigata,37.907841,139.061737,,
489,Niigata　University　of　Rehabilitation,Niigata,38.185974,139.439468,3.18,F
490,Niigata　Agro-Food　University,Niigata,37.968521,139.194901,2.75,F
491,Kaishi Professional University,Niigata,37.897717,139.067429,4.0,F
492,Nagaoka Sutoku University,Niigata,37.425255,138.773346,3.75,F
493,Takaoka　University　of　Law,Toyama,36.66967,137.001297,3.43,F
494,Toyama　University　of　International　Studies,Toyama,36.601566,137.273621,3.7,F
495,Toho　Gakuen　Graduate　School,Toyama,36.717968,137.165161,5.0,
496,Kanazawa　Seiryo　University,Ishikawa,36.583309,136.68222,3.77,F
497,Kanazawa　Institute　of　Technology,Ishikawa,36.529015,136.627518,3.69,F
498,Kanazawa　Medical　University,Ishikawa,36.657558,136.647263,3.9,C
499,Hokuriku　University,Ishikawa,36.524445,136.707336,3.46,F
500,Kanazawa　Gakuin　University,Ishikawa,36.515697,136.698029,3.4,F
501,Kinjo　University,Ishikawa,36.508892,136.529785,3.84,F
502,Hokurikugakuin　University,Ishikawa,36.517262,136.670761,3.81,F
503,Kanazawa Professional University of Food Management,Ishikawa,36.543907,136.586166,,F
504,Fukui　University　of　Technology,Fukui,36.068718,136.196365,3.59,E
505,Jin-Ai　University,Fukui,35.891541,136.211166,3.85,F
506,Fukui　Health　Science　University,Fukui,36.130241,136.165817,3.56,F
507,Yamanashi　Gakuin　University,Yamanashi,35.657879,138.600906,3.74,F
508,Minobusan　University,Yamanashi,35.383202,138.428558,5.0,F
509,Yamanashi-Eiwa　College,Yamanashi,35.661758,138.613174,3.66,F
510,Health　Science　University,Yamanashi,35.464031,138.744141,3.58,F
511,Matsumoto　Dental　University,Nagano,36.127342,137.939728,3.1,F
512,Matsumoto　University,Nagano,36.220024,137.911194,3.91,E
513,Seisen　Jogakuin　College,Nagano,36.685642,138.23291,4.1,F
514,Saku　University,Nagano,36.265114,138.463028,3.89,F
515,Nagano　University　of　Health　And　Medicine,Nagano,36.593323,138.145218,3.87,E
516,MATSUMOTO COLLEGE OF NURSING,Nagano,36.174709,137.93544,3.0,F
517,Chukyo　Gakuin　University,Gifu,35.476894,137.485397,3.64,F
518,Gifu　Kyoritsu　University,Gifu,35.39423,136.619125,3.46,F
519,Gifu　Women’s　University,Gifu,35.487743,136.806992,3.77,F
520,Asahi　University,Gifu,35.382084,136.69072,3.76,E
521,Gifu　Shotoku　Gakuen　University,Gifu,35.361855,136.706558,4.09,E
522,Tokai　Gakuin　University,Gifu,35.424854,136.82048,3.52,F
523,Chubu　Gakuin　University,Gifu,35.45853,136.897781,3.86,F
524,Gifu　University　of　Medical　Science,Gifu,35.490181,136.948273,3.79,E
525,Gifu University of Health Sciences,Gifu,35.38459,136.739914,3.91,F
526,The　Graduate　School　For　The　Creation　of　New　Photonics　Industries,Shizuoka,34.776619,137.630966,,
527,Shizuoka　University　of　Welfare,Shizuoka,34.829826,138.296936,3.89,F
528,Hamamatsu　Gakuin　University,Shizuoka,34.719769,137.713333,3.93,F
529,Shizuoka　Eiwa　Gakuin　University,Shizuoka,34.982883,138.433868,3.54,F
530,Tokoha　University,Shizuoka,35.004887,138.436478,3.77,F
531,Shizuoka　Institute　of　Science　And　Technology,Shizuoka,34.73632,137.957748,3.59,E
532,Seirei　Christopher　University,Shizuoka,34.791798,137.689636,4.0,F
533,Shizuoka　Sangyo　University,Shizuoka,34.861412,138.229004,3.64,F
534,Aichi　University　of　Technology,Aichi,34.832626,137.19342,3.5,F
535,Nagoya　Sangyo　University,Aichi,35.21994,137.031418,3.63,F
536,University　of　Human　Environments,Aichi,34.897923,137.264633,3.58,E
537,Nagoya　Bunri　University,Aichi,35.248829,136.789261,3.68,F
538,Aichi　Mizuho　College,Aichi,35.127125,136.921875,3.46,F
539,Aichi　Gakuin　University,Aichi,35.158417,137.042679,3.83,E
540,Aichi　Institute　of　Technology,Aichi,35.184185,137.111893,3.67,D
541,Kinjogakuin　University,Aichi,35.208553,136.99321,4.02,E
542,Sugiyama　Jogakuen　University,Aichi,35.159889,136.987167,3.98,E
543,Daido　University,Aichi,35.078518,136.905609,3.71,E
544,Chukyo　University,Aichi,35.138783,136.965393,3.81,C
545,Doho　University,Aichi,35.163673,136.843185,3.62,F
546,Nagoya　Gakuin　University,Aichi,35.128548,136.89859,3.6,E
547,Nagoya　University　of　Commerce　&　Business,Aichi,35.147362,137.082047,3.37,F
548,Nagoya　Women’s　University,Aichi,35.131889,136.938492,3.79,E
549,Nanzan　University,Aichi,35.14901,136.96315,3.96,C
550,Nihon　Fukushi　University,Aichi,34.783028,136.872833,3.76,F
551,Meijo　University,Aichi,35.135921,136.976532,3.84,C
552,Nagoya　College　of　Music,Aichi,35.163673,136.843185,3.86,E
553,Toyota　Technological　Institute,Aichi,35.106468,136.982498,3.76,B
554,Nagoya　University　of　Foreign　Studies,Aichi,35.155373,137.040131,3.89,C
555,Nagoya　Zokei　University　of　Art　;　Design,Aichi,35.189964,136.905731,3.65,E
556,Aichi　Sangyo　University,Aichi,34.919106,137.219589,3.8,F
557,Tokai　Gakuen　University,Aichi,35.126869,137.098785,3.56,F
558,Toyohashi　Sozo　University,Aichi,34.776573,137.409988,3.54,F
559,Aichi　Toho　University,Aichi,35.170525,136.986328,3.54,F
560,Seijoh　University,Aichi,35.033436,136.900803,3.75,F
561,Aichi　Bunkyo　University,Aichi,35.300236,137.007355,3.55,F
562,Ohkagakuen　University,Aichi,35.05722,136.973251,4.21,F
563,Aichi　University,Aichi,35.174255,136.927292,3.83,D
564,Aichi　Gakusen　University,Aichi,34.972233,137.143311,3.41,F
565,Shigakkan　University,Aichi,35.031044,136.972305,3.58,E
566,Chubu　University,Aichi,35.274693,137.015121,3.73,E
567,Fujita　Health　University,Aichi,35.070999,137.001389,3.73,C
568,Nagoya　University　of　The　Arts,Aichi,35.256161,136.880783,3.72,F
569,Aichi　Medical　University,Aichi,35.19241,137.048386,3.76,B
570,Aichi　Shukutoku　University,Aichi,35.15873,137.031342,3.84,D
571,Nagoya　University　of　Economics,Aichi,35.319664,136.953247,3.38,F
572,Nagoya　University　of　Arts　And　Sciences,Aichi,35.155373,137.040131,4.16,C
573,Japanese　Red　Cross　Toyota　College　of　Nursing,Aichi,35.100468,137.120712,3.88,E
574,Shubun　University,Aichi,35.300484,136.781296,3.47,F
575,Okazaki　Women’s　University,Aichi,34.954697,137.185226,4.1,F
576,Ichinomiya　Kenshin　College,Aichi,35.316635,136.811523,4.0,E
577,Nagoya Ryujo Women's University,Aichi,35.146511,136.932465,4.12,F
578,International Professional University of Technology in Nagoya,Aichi,35.16843,136.8862,5.0,
579,Yokkaichi　University,Mie,35.022343,136.605225,3.65,F
580,Kogakkan　University,Mie,34.488365,136.726547,3.9,E
581,Suzuka　University　of Medical　Science,Mie,34.858315,136.59938,3.59,E
582,Suzuka　University,Mie,34.8144,136.534454,3.51,F
583,Yokkaichi　Nursing　And　Medical　Care　University,Mie,35.022343,136.605225,3.76,E
584,Seian　University　of　Art　And　Design,Shiga,35.107018,135.902008,3.75,C
585,Seisen　University,Shiga,35.20517,136.204422,3.39,F
586,Nagahama　Institute　of　Bio-Science　And　Technology,Shiga,35.356911,136.28038,3.76,E
587,Biwako　Seikei　Sport　College,Shiga,35.227333,135.94754,3.88,F
588,Biwako-Gakuin　University,Shiga,35.088188,136.184052,3.63,F
589,Biwako Professional University of Rehabilitation,Shiga,35.132339,136.275558,5.0,F
590,Heian Jogakuin st.Agnes University,Kyoto,35.019299,135.757797,3.85,F
591,Otani　University,Kyoto,35.042549,135.759064,3.88,F
592,Kyoto　University　of　Foreign　Studies,Kyoto,35.004147,135.718948,3.81,D
593,Kyoto　Sangyo　University,Kyoto,35.066345,135.754211,3.81,D
594,Kyoto　Women’s　University,Kyoto,34.989666,135.778442,3.91,D
595,Kyoto　　　　Pharmaceutical　　University,Kyoto,34.990833,135.809723,3.97,C
596,Kyoto　Koka　Women’s　University,Kyoto,34.996956,135.718384,3.79,F
597,Shuchiin　University,Kyoto,34.912777,135.766678,3.97,F
598,Kyoto　Tachibana　University,Kyoto,34.968323,135.82515,3.94,D
599,Doshisha　University,Kyoto,34.968323,135.82515,4.06,B
600,Doshisha　Women’s　College　of　Liberal　Arts,Kyoto,34.80452,135.772675,4.15,D
601,Kyoto　Notre　Dame　University,Kyoto,35.051197,135.770004,3.98,F
602,Hanazono　University,Kyoto,35.01722,135.726288,3.83,F
603,Bukkyo　University,Kyoto,35.043476,135.737289,3.89,E
604,Ritsumeikan　University,Kyoto,35.009155,135.742157,3.9,B
605,Ryukoku　University,Kyoto,34.963924,135.766693,3.85,D
606,Kyoto University of Advanced Science,Kyoto,35.010235,135.719025,3.51,F
607,Kyoto　Seika　University,Kyoto,35.075008,135.769882,3.92,D
608,Meiji　University　of　Integrative　Medicine,Kyoto,35.173378,135.487335,3.78,F
609,Kyoto　University　of　the Arts,Kyoto,35.037243,135.794586,3.88,E
610,Kyoto　Bunkyo　University,Kyoto,34.914272,135.785049,3.76,F
611,Kyoto　Saga　University　of　Arts,Kyoto,35.013035,135.688416,3.93,E
612,The　Kyoto　College　of　Graduate　Studies　For　Informatics,Kyoto,35.030453,135.779221,,
613,Kyoto　College　of　Medical　Science,Kyoto,35.102692,135.479446,3.86,E
614,Kyoto　Kacho　University,Kyoto,35.007614,135.780304,3.82,F
615,Kyoto　Arts　And　Crafts　University,Kyoto,35.007614,135.780304,4.03,E
616,Kyoto　College　of　Nursing,Kyoto,34.997562,135.73465,3.25,E
617,Osaka　University　of　Economics,Osaka,34.750027,135.543991,3.78,E
618,Osaka　Institute　of　Technology,Osaka,34.730782,135.54538,3.81,D
619,Osaka　Dental　University,Osaka,34.858795,135.676361,3.61,D
620,Soai　University,Osaka,34.634575,135.424088,3.79,F
621,Momoyama　Gakuin　University,Osaka,34.452583,135.454117,3.58,E
622,Setsunan　University,Osaka,34.779728,135.613068,3.64,E
623,Momoyama　Gakuin　University　of　Education,Osaka,34.483715,135.533585,3.66,E
624,Osaka Medical and Pharmaceutical University,Osaka,34.85186,135.624405,4.11,B
625,Osaka　College　of　Music,Osaka,34.753349,135.470444,4.0,F
626,Osaka　Gakuin　University,Osaka,34.773399,135.541901,3.58,E
627,Osaka University of Arts,Osaka,34.51239,135.630569,3.79,E
628,Osaka　Sangyo　University,Osaka,34.70779,135.646149,3.46,F
629,Osaka　Shoin　Women’s　University,Osaka,34.663212,135.578369,3.86,F
630,Osaka　University　of　Commerce,Osaka,34.666237,135.583664,3.56,E
631,Osaka　University　of　Health　And　Sport　Sciences,Osaka,34.380264,135.358826,4.13,E
632,Osaka　Electro-Communication　University,Osaka,34.760239,135.627777,3.78,E
633,Osaka　Ohtani　University,Osaka,34.481937,135.58226,3.78,E
634,Otemon　Gakuin　University,Osaka,34.846218,135.558502,3.56,D
635,Kansai　University,Osaka,34.769669,135.510162,3.95,B
636,Kansai　Medical　University,Osaka,34.818779,135.645493,4.07,C
637,Kansai　Gaidai　University,Osaka,34.822128,135.667068,3.71,C
638,Kindai　University,Osaka,34.65155,135.587158,3.86,C
639,Shitennoji　University,Osaka,34.54615,135.583755,3.88,E
640,Tezukayamagakuin　University,Osaka,34.489052,135.532791,3.85,E
641,Baika　Women’s　University,Osaka,34.841614,135.535049,3.83,E
642,Hannan　University,Osaka,34.592194,135.534409,3.76,E
643,Osaka　University　of　Economics　and　Law,Osaka,34.641026,135.645554,3.53,E
644,Osaka　International　University,Osaka,34.748039,135.603439,3.78,E
645,Kansai　University　of　Welfare　Sciences,Osaka,34.559875,135.636398,3.79,F
646,Taisei　Gakuin　University,Osaka,34.526031,135.578201,3.32,F
647,Tokiwakai Gakuen　University,Osaka,34.616505,135.561798,3.82,F
648,Osaka　University　of　Tourism,Osaka,34.392704,135.339508,3.39,F
649,Osaka　University　of　Human　Sciences,Osaka,34.779377,135.547882,3.6,F
650,Hagoromo　University　of　International　Studies,Osaka,34.534309,135.447662,3.51,F
651,Osaka　Seikei　University,Osaka,34.758598,135.537384,3.71,E
652,Kansai　University　of　Health　Sciences,Osaka,34.406616,135.3703,3.92,E
653,Senri　Kinran　University,Osaka,34.826584,135.515549,3.8,F
654,Higashiosaka　College,Osaka,34.674828,135.580933,3.83,F
655,Osaka　Jogakuin　University,Osaka,34.676949,135.526535,3.91,F
656,Aino　University,Osaka,34.843227,135.581833,3.53,E
657,Osaka　Aoyama　University,Osaka,34.83382,135.457367,3.73,E
658,Shijonawate　Gakuen　University,Osaka,34.727669,135.646805,3.9,F
659,Osaka　Kawasaki　Rehabilitation　University,Osaka,34.404541,135.38707,3.8,
660,Osaka　University　of　Comprehensive　Children　Education,Osaka,34.60725,135.538864,4.06,E
661,Morinomiya　University　of　Medical　Sciences,Osaka,34.641914,135.413635,3.9,D
662,Osaka　Health　Science　University,Osaka,34.693417,135.519669,4.01,F
663,Butsuryo　College　of　Osaka,Osaka,34.538174,135.462921,3.51,F
664,Jikei University of Health Care Sciences,Osaka,34.734314,135.500031,4.0,F
665,Osaka　Yukioka　College　of　Health　Science,Osaka,34.828323,135.580566,3.41,F
666,Yamato　University,Osaka,34.765766,135.519043,3.7,C
667,Takarazuka　University,Osaka,34.707886,135.497284,3.55,F
668,International Professional University of Technology in Osaka,Osaka,34.699421,135.49324,4.0,
669,Konan　University,Hyogo,34.729561,135.268463,3.88,D
670,Konan　Women’s　University,Hyogo,34.734211,135.288895,3.98,E
671,Kobe　Kaisei　College,Hyogo,34.712616,135.21196,3.87,F
672,Kobe　Gakuin　University,Hyogo,34.672279,135.203583,3.6,E
673,Kobe　Women’s　University,Hyogo,34.658886,135.109131,3.84,E
674,Kobe　Pharmaceutical　University,Hyogo,34.732506,135.283752,3.68,D
675,Kobe　Shoin　Women’s　University,Hyogo,34.72765,135.229904,3.86,E
676,Kobe　Shinwa　Women’S　University,Hyogo,34.727726,135.154785,3.9,
677,Kobe　International　University,Hyogo,34.681519,135.271103,3.66,F
678,Hyogo　University,Hyogo,34.746761,134.881317,3.68,F
679,Kobe　Tokiwa　University,Hyogo,34.6661,135.140472,3.8,E
680,Takarazuka　University　of　Medical　and　Health　Care,Hyogo,34.835621,135.401855,3.7,F
681,Ashiya　University,Hyogo,34.753239,135.30777,3.67,F
682,Otemae　University,Hyogo,34.737976,135.325104,3.63,E
683,Kwansei　Gakuin　University,Hyogo,34.767162,135.34436,4.0,B
684,Koshien　University,Hyogo,34.806511,135.33316,3.55,F
685,Kobe　College,Hyogo,34.759605,135.350464,4.23,E
686,Sonoda　Women’s　University,Hyogo,34.749084,135.411011,3.59,F
687,Mukogawa　Women’s　University,Hyogo,34.717453,135.374451,4.01,D
688,Hyogo　Medical　University,Hyogo,34.719002,135.378647,3.94,D
689,Himeji　Dokkyo　University,Hyogo,34.873276,134.688828,3.71,F
690,University　of　Marketing　And　Distribution　Sciences,Hyogo,34.687099,135.057877,3.78,E
691,Kobe　Design　University,Hyogo,34.677147,135.055939,3.78,F
692,Kansai　University　of　Social　Welfare,Hyogo,34.761024,134.368454,3.74,E
693,Kansai　University　of　International　Studies,Hyogo,34.771805,135.044052,3.57,F
694,Kobe　University　of　Welfare,Hyogo,34.97525,134.726196,3.67,F
695,Kobe　Institute　of　Computing　-　Graduate　School　of　Information　Technology,Hyogo,34.698917,135.193039,3.63,
696,Kansai　University　of　Nursing　And　Health　Sciences,Hyogo,34.4356,134.901291,3.9,E
697,Hyogo　University　of　Health　Sciences,Hyogo,34.666256,135.203979,3.99,
698,Himeji　University,Hyogo,34.773808,134.75943,3.72,F
699,Tezukayama　University,Nara,34.686455,135.722137,3.7,E
700,Tenri　University,Nara,34.597195,135.845306,4.17,E
701,Nara　University,Nara,34.714764,135.783218,3.86,F
702,Naragakuen　University,Nara,34.721218,135.747269,3.76,F
703,Kio　University,Nara,34.546612,135.723099,4.04,D
704,Tenri　Health　Care　University,Nara,34.607342,135.83638,3.53,
705,Koyasan　University,Wakayama,34.211441,135.585602,4.33,F
706,Wakayama Shin-ai University,Wakayama,34.236881,135.176102,3.79,F
707,Wakayama　Professional　University of Rehabilitation,Wakayama,34.233154,135.163116,,F
708,Tottori　College　of　Nursing,Tottori,35.456047,133.859024,4.23,E
709,Kibi　International　University,Okayama,34.796394,133.620956,3.67,F
710,Okayama　Shoka　University,Okayama,34.683128,133.90094,3.71,F
711,Okayama　University　of　Science,Okayama,34.695194,133.924484,3.69,F
712,Kurashiki　Sakuyo　University,Okayama,34.574867,133.677567,3.84,F
713,Notre　Dame　Seishin　University,Okayama,34.672947,133.916412,4.08,C
714,Kawasaki　Medical　School,Okayama,34.631077,133.809937,3.57,A
715,Shujitsu　University,Okayama,34.676815,133.93541,3.96,E
716,Kawasaki　University　of　Medical　Welfare,Okayama,34.63422,133.810959,3.79,F
717,Sanyo　Gakuen　University,Okayama,34.642506,133.94426,3.57,F
718,Kurashiki　University　of　Science　And　The　Arts,Okayama,34.555973,133.712479,3.63,F
719,Okayama　Gakuin　University,Okayama,34.572922,133.799286,3.43,F
720,Chugokugakuen　University,Okayama,34.650665,133.849426,3.76,F
721,International　Pacific　University,Okayama,34.729137,134.012451,3.75,F
722,Okayama Healthcare Professional University,Okayama,34.656384,133.916397,2.0,F
723,Mimasaka　University,Okayama,35.076176,134.00824,4.09,E
724,Elisabeth　University　of　Music,Hiroshima,34.395115,132.467819,3.54,F
725,Hiroshima　University　of　Economics,Hiroshima,34.447708,132.455368,3.74,F
726,Hiroshima　Institute　of　Technology,Hiroshima,34.370216,132.342941,3.69,E
727,Hiroshima　Shudo　University,Hiroshima,34.435001,132.403549,3.89,E
728,Hiroshima　Jogakuin　University,Hiroshima,34.413734,132.484268,3.9,F
729,Hiroshima　Kokusai　Gakuin　University,Hiroshima,34.410328,132.579514,3.58,
730,Hiroshima　Bunkyo　University,Hiroshima,34.505554,132.51973,4.08,E
731,Yasuda　Women’s　University,Hiroshima,34.480515,132.452377,4.28,E
732,Fukuyama　University,Hiroshima,34.463791,133.244263,3.76,F
733,Hijiyama　University,Hiroshima,34.427959,132.474304,3.73,F
734,Fukuyama　Heisei　University,Hiroshima,34.54808,133.346588,3.7,F
735,Hiroshima　Bunka　Gakuen　University,Hiroshima,34.288696,132.637268,3.52,F
736,Hiroshima　InternationalUniversity,Hiroshima,34.313538,132.687531,3.61,E
737,Japanese　Red　Cross　Hiroshima　College　of　Nursing,Hiroshima,34.335869,132.309082,3.9,E
738,Hiroshima　Cosmopolitan　University,Hiroshima,34.359978,132.457932,3.41,F
739,Baiko　Gakuin　University,Yamaguchi,33.967678,130.933243,3.34,F
740,The　University　of　East　Asia,Yamaguchi,34.000916,130.948242,3.86,F
741,Shiseikan　University,Yamaguchi,34.426121,131.413086,3.47,F
742,Ube　Frontier　University,Yamaguchi,33.980694,131.234238,3.84,F
743,Yamaguchi　Gakugei　University,Yamaguchi,34.120808,131.401886,4.01,F
744,Shikoku　University,Tokushima,34.102814,134.553314,3.78,F
745,Tokushima　Bunri　University,Tokushima,34.072392,134.553452,3.74,F
746,Shikoku　Gakuin　University,Kagawa,34.225399,133.785568,3.74,F
747,Takamatsu　University,Kagawa,34.32811,134.087769,3.84,F
748,Matsuyama　University,Ehime,33.851158,132.767639,3.7,F
749,St.Catherine　University,Ehime,33.978985,132.779617,3.97,F
750,Matsuyama　Shinonome　College,Ehime,33.831757,132.796432,3.97,F
751,Kochi Professional University of Rehabilitation,Kochi,33.500893,133.410797,4.0,F
752,Kochi　Gakuen University,Kochi,33.560822,133.506653,4.0,F
753,Kyushu　Kyoritsu　University,Fukuoka,33.870468,130.703064,3.7,F
754,Kyushu　Women’s　University,Fukuoka,33.870468,130.703064,3.64,F
755,Kyushu　International　University,Fukuoka,33.86253,130.79277,3.56,F
756,Fukuoka　Dental　College,Fukuoka,33.546623,130.331177,3.44,F
757,Kyushu　Sangyo　University,Fukuoka,33.670216,130.444656,3.86,E
758,Kurume University,Fukuoka,33.328121,130.511475,3.83,E
759,Seinan　Gakuin　University,Fukuoka,33.584869,130.356842,4.02,C
760,Daiichi　University　of　Pharmacy,Fukuoka,33.565372,130.417648,3.39,F
761,Nakamura　Gakuen　University,Fukuoka,33.573196,130.367905,4.04,E
762,Nishinippon　Institute　of　Technology,Fukuoka,33.753147,130.973511,3.87,F
763,Fukuoka　University,Fukuoka,33.546928,130.363129,3.98,D
764,Fukuoka　Institute　of　Technology,Fukuoka,33.696144,130.441742,3.87,E
765,Japan　University　of　Economics,Fukuoka,33.506367,130.527756,3.7,F
766,Kurume　Institute　of　Technology,Fukuoka,33.270023,130.526123,3.68,F
